check	type	field	expected	source	line	status
sizeof	XBoneHierarchy		0x0C	src\game\sv\sv_stubs.h	2496	COMPILE_ASSERT_PRESENT
sizeof	XBoneInfo		0x28	src\game\sv\sv_stubs.h	2506	COMPILE_ASSERT_PRESENT
sizeof	StaticModel		0xF0	src\game\sv\sv_stubs.h	2560	COMPILE_ASSERT_PRESENT
offsetof	StaticModel	xmodel	0x68	src\game\sv\sv_stubs.h	2561	COMPILE_ASSERT_PRESENT
offsetof	StaticModel	origin	0x90	src\game\sv\sv_stubs.h	2563	COMPILE_ASSERT_PRESENT
offsetof	StaticModel	invAxis	0xB8	src\game\sv\sv_stubs.h	2565	COMPILE_ASSERT_PRESENT
offsetof	StaticModel	pakId	0xE0	src\game\sv\sv_stubs.h	2567	COMPILE_ASSERT_PRESENT
sizeof	trace_t		0x50	src\game\trace_types.h	42	COMPILE_ASSERT_PRESENT
offsetof	trace_t	endpos	0x00	src\game\trace_types.h	43	COMPILE_ASSERT_PRESENT
offsetof	trace_t	fraction	0x20	src\game\trace_types.h	44	COMPILE_ASSERT_PRESENT
sizeof	collision_context_t		0x18	src\game\trace_types.h	68	COMPILE_ASSERT_PRESENT
offsetof	collision_context_t	pass_entity1	0x04	src\game\trace_types.h	69	COMPILE_ASSERT_PRESENT
offsetof	collision_context_t	pass_entity2	0x08	src\game\trace_types.h	71	COMPILE_ASSERT_PRESENT
offsetof	collision_context_t	pass_owner1	0x0C	src\game\trace_types.h	73	COMPILE_ASSERT_PRESENT
offsetof	collision_context_t	pass_owner2	0x10	src\game\trace_types.h	75	COMPILE_ASSERT_PRESENT
offsetof	collision_context_t	contentmask	0x14	src\game\trace_types.h	77	COMPILE_ASSERT_PRESENT
sizeof	color32		4	src\game\ui_types.h	67	COMPILE_ASSERT_PRESENT
sizeof	ae_vector<char>		0x0C	src\game\ui_types.h	136	COMPILE_ASSERT_PRESENT
sizeof	PanelFileUser		4	src\game\ui_types.h	284	COMPILE_ASSERT_PRESENT
sizeof	PanelAnimObject		0x14	src\game\ui_types.h	358	COMPILE_ASSERT_PRESENT
offsetof	PanelAnimObject	visibility	0x04	src\game\ui_types.h	359	COMPILE_ASSERT_PRESENT
sizeof	LightPanelQuad::Vertex		20	src\game\ui_types.h	382	COMPILE_ASSERT_PRESENT
sizeof	LightPanelQuad		88	src\game\ui_types.h	384	COMPILE_ASSERT_PRESENT
sizeof	PQArcMaskingInfo		0x34	src\game\ui_types.h	406	COMPILE_ASSERT_PRESENT
sizeof	PanelQuad		0x48	src\game\ui_types.h	537	COMPILE_ASSERT_PRESENT
offsetof	PanelQuad	center_point	0x14	src\game\ui_types.h	538	COMPILE_ASSERT_PRESENT
offsetof	PanelQuad	pqs	0x20	src\game\ui_types.h	539	COMPILE_ASSERT_PRESENT
sizeof	DefaultPanelQuad		0x48	src\game\ui_types.h	547	COMPILE_ASSERT_PRESENT
sizeof	PanelMaterial		0x10	src\game\ui_types.h	567	COMPILE_ASSERT_PRESENT
sizeof	PanelQuadSection::PQVert		20	src\game\ui_types.h	638	COMPILE_ASSERT_PRESENT
sizeof	PanelQuadSection		104	src\game\ui_types.h	640	COMPILE_ASSERT_PRESENT
sizeof	FloatingPQ		84	src\game\ui_types.h	655	COMPILE_ASSERT_PRESENT
sizeof	PanelFile		0x60	src\game\ui_types.h	706	COMPILE_ASSERT_PRESENT
offsetof	PanelFile	pquads	0x00	src\game\ui_types.h	707	COMPILE_ASSERT_PRESENT
offsetof	PanelFile	ptext	0x0C	src\game\ui_types.h	708	COMPILE_ASSERT_PRESENT
offsetof	PanelFile	mName	0x20	src\game\ui_types.h	709	COMPILE_ASSERT_PRESENT
sizeof	FETextFlashInfo		0x14	src\game\ui_types.h	730	COMPILE_ASSERT_PRESENT
sizeof	FEText		0x70	src\game\ui_types.h	914	COMPILE_ASSERT_PRESENT
offsetof	FEText	font	0x18	src\game\ui_types.h	915	COMPILE_ASSERT_PRESENT
offsetof	FEText	text	0x1C	src\game\ui_types.h	916	COMPILE_ASSERT_PRESENT
offsetof	FEText	xy	0x2C	src\game\ui_types.h	917	COMPILE_ASSERT_PRESENT
offsetof	FEText	scale	0x38	src\game\ui_types.h	918	COMPILE_ASSERT_PRESENT
offsetof	FEText	color1	0x5C	src\game\ui_types.h	919	COMPILE_ASSERT_PRESENT
offsetof	FEText	panel_text_index	0x68	src\game\ui_types.h	920	COMPILE_ASSERT_PRESENT
offsetof	FEText	flags	0x6C	src\game\ui_types.h	921	COMPILE_ASSERT_PRESENT
sizeof	FEMenuEntry		0x18	src\game\ui_types.h	1116	COMPILE_ASSERT_PRESENT
offsetof	FEMenuEntry	text	0x10	src\game\ui_types.h	1117	COMPILE_ASSERT_PRESENT
sizeof	FEMenuColorScheme		0x10	src\game\ui_types.h	1140	COMPILE_ASSERT_PRESENT
sizeof	FEMenuSystem		0x2C	src\game\ui_types.h	1223	COMPILE_ASSERT_PRESENT
offsetof	FEMenuSystem	menus	0x04	src\game\ui_types.h	1224	COMPILE_ASSERT_PRESENT
offsetof	FEMenuSystem	m_active	0x1C	src\game\ui_types.h	1225	COMPILE_ASSERT_PRESENT
sizeof	FrontEndMenuSystem		0x104	src\game\ui_types.h	1256	COMPILE_ASSERT_PRESENT
sizeof	InGameMenuSystem		0x38	src\game\ui_types.h	1294	COMPILE_ASSERT_PRESENT
sizeof	FEMenu		0x4C	src\game\ui_types.h	1471	COMPILE_ASSERT_PRESENT
offsetof	FEMenu	entries	0x04	src\game\ui_types.h	1472	COMPILE_ASSERT_PRESENT
offsetof	FEMenu	panel	0x48	src\game\ui_types.h	1473	COMPILE_ASSERT_PRESENT
sizeof	MultiLineString		32	src\game\ui_types.h	1515	COMPILE_ASSERT_PRESENT
sizeof	MultiLineButtons		4	src\game\ui_types.h	1516	COMPILE_ASSERT_PRESENT
sizeof	FEMultiLineText		0xA8	src\game\ui_types.h	1645	COMPILE_ASSERT_PRESENT
offsetof	FEMultiLineText	lines	0x90	src\game\ui_types.h	1646	COMPILE_ASSERT_PRESENT
sizeof	LoadingMenu		0xF8	src\game\ui_types.h	1692	COMPILE_ASSERT_PRESENT
offsetof	LoadingMenu	mTipArrays	0x8C	src\game\ui_types.h	1693	COMPILE_ASSERT_PRESENT
sizeof	FEMultiMenu		0x4C	src\game\ui_types.h	1710	COMPILE_ASSERT_PRESENT
sizeof	VKMenu		0x1C8	src\game\ui_types.h	1766	COMPILE_ASSERT_PRESENT
sizeof	DialogMenuDisplay		0x4C	src\game\ui_types.h	1816	COMPILE_ASSERT_PRESENT
sizeof	DialogMenu		0x78	src\game\ui_types.h	1857	COMPILE_ASSERT_PRESENT
sizeof	DialogMenuSystem		0x44	src\game\ui_types.h	1927	COMPILE_ASSERT_PRESENT
sizeof	FESplitScreenMenu		0x68	src\game\ui_types.h	1977	COMPILE_ASSERT_PRESENT
sizeof	PanelQuadFader		0x18	src\game\ui_types.h	1995	COMPILE_ASSERT_PRESENT
sizeof	InGameOptionsMenu		0x11C	src\game\ui_types.h	2041	COMPILE_ASSERT_PRESENT
sizeof	AARInGameOptionsMenu		0x11C	src\game\ui_types.h	2062	COMPILE_ASSERT_PRESENT
sizeof	OptionsGameplayMenu		0xB0	src\game\ui_types.h	2108	COMPILE_ASSERT_PRESENT
sizeof	OptionsControlsMenu		0xE8	src\game\ui_types.h	2163	COMPILE_ASSERT_PRESENT
sizeof	OptionsSoundMenu		0x80	src\game\ui_types.h	2207	COMPILE_ASSERT_PRESENT
sizeof	OptionsStickMenu		0x90	src\game\ui_types.h	2252	COMPILE_ASSERT_PRESENT
sizeof	OptionsButtonMenu		0x18C	src\game\ui_types.h	2298	COMPILE_ASSERT_PRESENT
sizeof	GammaScreenMenu		0x68	src\game\ui_types.h	2334	COMPILE_ASSERT_PRESENT
sizeof	ControllerDisconnectedMenu		0x50	src\game\ui_types.h	2355	COMPILE_ASSERT_PRESENT
offsetof	ControllerDisconnectedMenu	text	0x4C	src\game\ui_types.h	2357	COMPILE_ASSERT_PRESENT
sizeof	IGOWidget		0xC	src\game\ui_types.h	2390	COMPILE_ASSERT_PRESENT
offsetof	IGOWidget	is_shown	0x04	src\game\ui_types.h	2391	COMPILE_ASSERT_PRESENT
sizeof	IGOHealthWidget		0x28	src\game\ui_types.h	2415	COMPILE_ASSERT_PRESENT
sizeof	IGOTankHealthWidget		0x20	src\game\ui_types.h	2436	COMPILE_ASSERT_PRESENT
sizeof	IGOVoteWidget		0x10	src\game\ui_types.h	2454	COMPILE_ASSERT_PRESENT
sizeof	IGORowboatWidget		0x1C	src\game\ui_types.h	2481	COMPILE_ASSERT_PRESENT
sizeof	IGOStanceWidget		0x38	src\game\ui_types.h	2505	COMPILE_ASSERT_PRESENT
sizeof	IGORankWidget		0x20	src\game\ui_types.h	2527	COMPILE_ASSERT_PRESENT
sizeof	IGOWeaponNameWidget		0x1C	src\game\ui_types.h	2550	COMPILE_ASSERT_PRESENT
sizeof	IGOAmmoWidget		0x28	src\game\ui_types.h	2576	COMPILE_ASSERT_PRESENT
sizeof	IGOActionHintWidget		0x20	src\game\ui_types.h	2599	COMPILE_ASSERT_PRESENT
sizeof	IGOHQProgressBarWidget		0x28	src\game\ui_types.h	2625	COMPILE_ASSERT_PRESENT
sizeof	IGOInGameScoreWidget		0x28	src\game\ui_types.h	2651	COMPILE_ASSERT_PRESENT
sizeof	IGORaiseFlagWidget		0x18	src\game\ui_types.h	2673	COMPILE_ASSERT_PRESENT
sizeof	IGOTimerWidget		0x24	src\game\ui_types.h	2704	COMPILE_ASSERT_PRESENT
sizeof	IGOGrenadeWidget		0x44	src\game\ui_types.h	2738	COMPILE_ASSERT_PRESENT
sizeof	IGOSpecialWeaponWidget		0x28	src\game\ui_types.h	2764	COMPILE_ASSERT_PRESENT
sizeof	IGOTankLoadingWidget		0x18	src\game\ui_types.h	2785	COMPILE_ASSERT_PRESENT
sizeof	IGOTankReticleWidget		0x4C	src\game\ui_types.h	2810	COMPILE_ASSERT_PRESENT
sizeof	IGOHintWidget		0x46C	src\game\ui_types.h	2838	COMPILE_ASSERT_PRESENT
sizeof	IGOItemIcons		0x1C	src\game\ui_types.h	2867	COMPILE_ASSERT_PRESENT
sizeof	IGOHeadIcons		0x10C	src\game\ui_types.h	2900	COMPILE_ASSERT_PRESENT
sizeof	FEMenuListBoxItem		28	src\game\ui_types.h	2925	COMPILE_ASSERT_PRESENT
sizeof	FEComboBox		0x60	src\game\ui_types.h	2981	COMPILE_ASSERT_PRESENT
sizeof	FESlider		0x38	src\game\ui_types.h	3017	COMPILE_ASSERT_PRESENT
sizeof	FEDoubleEntry		0x1C	src\game\ui_types.h	3032	COMPILE_ASSERT_PRESENT
sizeof	FEMenuListBox		0x5C	src\game\ui_types.h	3073	COMPILE_ASSERT_PRESENT
sizeof	UIListBoxData		8	src\game\ui_types.h	3107	COMPILE_ASSERT_PRESENT
sizeof	UIListBoxDataRow		20	src\game\ui_types.h	3129	COMPILE_ASSERT_PRESENT
sizeof	UIListBoxItem		24	src\game\ui_types.h	3165	COMPILE_ASSERT_PRESENT
sizeof	UIListBoxRow		16	src\game\ui_types.h	3193	COMPILE_ASSERT_PRESENT
sizeof	UIListBox		0xAC	src\game\ui_types.h	3268	COMPILE_ASSERT_PRESENT
sizeof	_XUID		0xC	src\game\ui_types.h	3287	COMPILE_ASSERT_PRESENT
sizeof	UIHighlightListBox		0xE0	src\game\ui_types.h	3320	COMPILE_ASSERT_PRESENT
sizeof	UIPlayerListBox		0x108	src\game\ui_types.h	3345	COMPILE_ASSERT_PRESENT
sizeof	IGOVoipList		0xB8	src\game\ui_types.h	3365	COMPILE_ASSERT_PRESENT
sizeof	IGOJeepMapWidget		0x50	src\game\ui_types.h	3396	COMPILE_ASSERT_PRESENT
sizeof	IGOWarStatusWidget		0xA4	src\game\ui_types.h	3432	COMPILE_ASSERT_PRESENT
sizeof	IGOGrenadeCookWidget		0x34	src\game\ui_types.h	3458	COMPILE_ASSERT_PRESENT
sizeof	IGOTankIconWidget		0x9C	src\game\ui_types.h	3485	COMPILE_ASSERT_PRESENT
sizeof	IGOGrenadeIndicator		0x4C	src\game\ui_types.h	3524	COMPILE_ASSERT_PRESENT
sizeof	IGOMapObject		0x10	src\game\ui_types.h	3552	COMPILE_ASSERT_PRESENT
sizeof	IGOCompassWidget		0x1488	src\game\ui_types.h	3660	COMPILE_ASSERT_PRESENT
sizeof	IGOFrontEnd		0xA8	src\game\ui_types.h	3742	COMPILE_ASSERT_PRESENT
sizeof	XBGAMEPAD		0x58	src\input\controller.cpp	69	COMPILE_ASSERT_PRESENT
offsetof	XBGAMEPAD	last_buttons	0x12	src\input\controller.cpp	70	COMPILE_ASSERT_PRESENT
offsetof	XBGAMEPAD	pressed_buttons	0x1C	src\input\controller.cpp	72	COMPILE_ASSERT_PRESENT
offsetof	XBGAMEPAD	released_buttons	0x26	src\input\controller.cpp	74	COMPILE_ASSERT_PRESENT
offsetof	XBGAMEPAD	hDevice	0x4C	src\input\controller.cpp	76	COMPILE_ASSERT_PRESENT
offsetof	controller	locked_port	0x18	src\input\controller.h	93	COMPILE_ASSERT_PRESENT
offsetof	controller	is_locked	0x1C	src\input\controller.h	95	COMPILE_ASSERT_PRESENT
offsetof	controller	accepting_input_from_controller	0x1D	src\input\controller.h	97	COMPILE_ASSERT_PRESENT
sizeof	controller		0x24	src\input\controller.h	99	COMPILE_ASSERT_PRESENT
sizeof	Instance		0x2C	src\ngl\ngl_debug.cpp	322	COMPILE_ASSERT_PRESENT
sizeof	tlInstanceBank		0x14	src\ngl\ngl_debug.cpp	330	COMPILE_ASSERT_PRESENT
sizeof	ngliShaderProfile		0x34	src\ngl\ngl_dx_debug.h	30	COMPILE_ASSERT_PRESENT
sizeof	FilterSample		0xC	src\ngl\ngl_dx_filters.h	25	COMPILE_ASSERT_PRESENT
sizeof	nglFontPCUVVertex		0x18	src\ngl\ngl_dx_font.cpp	51	COMPILE_ASSERT_PRESENT
sizeof	gpuVertexFormat		0x0C	src\ngl\ngl_dx_gpu.h	40	COMPILE_ASSERT_PRESENT
sizeof	gpuVertexElementUsage		4	src\ngl\ngl_dx_gpu.h	54	COMPILE_ASSERT_PRESENT
sizeof	nglMeshSection		0x70	src\ngl\ngl_dx_gpu.h	78	COMPILE_ASSERT_PRESENT
sizeof	nglMeshLOD		8	src\ngl\ngl_dx_gpu.h	140	COMPILE_ASSERT_PRESENT
sizeof	nglMesh		0x40	src\ngl\ngl_dx_gpu.h	162	COMPILE_ASSERT_PRESENT
sizeof	nglSkeletonBone		0x90	src\ngl\ngl_dx_gpu.h	175	COMPILE_ASSERT_PRESENT
sizeof	nglSkeleton		0x0C	src\ngl\ngl_dx_gpu.h	182	COMPILE_ASSERT_PRESENT
sizeof	nglShaderParamSet		4	src\ngl\ngl_dx_gpu.h	194	COMPILE_ASSERT_PRESENT
sizeof	nglMeshNode		0x90	src\ngl\ngl_dx_gpu.h	208	COMPILE_ASSERT_PRESENT
sizeof	nglMeshParams		0x20	src\ngl\ngl_dx_gpu.h	223	COMPILE_ASSERT_PRESENT
sizeof	nglVertexDeclBankEntry		8	src\ngl\ngl_dx_mesh.cpp	30	COMPILE_ASSERT_PRESENT
sizeof	nglQuadVertex		0x14	src\ngl\ngl_dx_quad.h	31	COMPILE_ASSERT_PRESENT
sizeof	nglQuad		0x60	src\ngl\ngl_dx_quad.h	43	COMPILE_ASSERT_PRESENT
sizeof	nglQuadNode		0x6C	src\ngl\ngl_dx_quad.h	54	COMPILE_ASSERT_PRESENT
sizeof	StageCache		0x20	src\ngl\ngl_dx_quad.h	70	COMPILE_ASSERT_PRESENT
sizeof	nglDxTexCacheClass		0x80	src\ngl\ngl_dx_quad.h	76	COMPILE_ASSERT_PRESENT
sizeof	nglDisplayModeType		0x10	src\ngl\ngl_dx_quad.h	93	COMPILE_ASSERT_PRESENT
sizeof	nglDxRenderState		4	src\ngl\ngl_dx_state.h	36	COMPILE_ASSERT_PRESENT
sizeof	PCUVVert		0x18	src\ngl\ngl_dx_texture.cpp	193	COMPILE_ASSERT_PRESENT
sizeof	nglDebugLineVertex		0x10	src\ngl\ngl_gpu_debug.h	30	COMPILE_ASSERT_PRESENT
sizeof	nglDebugLineNode		0x14	src\ngl\ngl_gpu_debug.h	46	COMPILE_ASSERT_PRESENT
sizeof	nglDebugTriNode		0x14	src\ngl\ngl_gpu_debug.h	56	COMPILE_ASSERT_PRESENT
sizeof	DirProjNode		0x140	src\ngl\ngl_lighting.cpp	597	COMPILE_ASSERT_PRESENT
sizeof	nglLightNode		0x30	src\ngl\ngl_lighting.h	40	COMPILE_ASSERT_PRESENT
sizeof	nglLightContext		0x70	src\ngl\ngl_lighting.h	50	COMPILE_ASSERT_PRESENT
sizeof	nglDirLightInfo		0x20	src\ngl\ngl_lighting.h	59	COMPILE_ASSERT_PRESENT
sizeof	nglPointLightInfo		0x30	src\ngl\ngl_lighting.h	72	COMPILE_ASSERT_PRESENT
sizeof	nglFrustum		0x60	src\ngl\ngl_lighting.h	80	COMPILE_ASSERT_PRESENT
sizeof	nglDicLightInfo		0xB0	src\ngl\ngl_lighting.h	90	COMPILE_ASSERT_PRESENT
sizeof	nglRenderCallbackNode		0x20	src\ngl\ngl_scene.cpp	136	COMPILE_ASSERT_PRESENT
sizeof	nglSortInfo		8	src\ngl\ngl_scene.h	29	COMPILE_ASSERT_PRESENT
sizeof	nglSceneCallback		8	src\ngl\ngl_scene.h	67	COMPILE_ASSERT_PRESENT
sizeof	nglLockedTextureNode		0x0C	src\ngl\ngl_scene.h	85	COMPILE_ASSERT_PRESENT
sizeof	nglParamSet		4	src\ngl\ngl_scene.h	97	COMPILE_ASSERT_PRESENT
sizeof	nglSceneParamSet		4	src\ngl\ngl_scene.h	103	COMPILE_ASSERT_PRESENT
sizeof	nglScene		0x400	src\ngl\ngl_scene.h	192	COMPILE_ASSERT_PRESENT
sizeof	nglXbPushQuadClass		4	src\ngl\ngl_xb_internal.h	66	COMPILE_ASSERT_PRESENT
sizeof	nglDebugStruct		0x11	src\ngl\nglDebug.h	33	COMPILE_ASSERT_PRESENT
sizeof	nglPerfInfoStruct		0x80	src\ngl\nglDebug.h	67	COMPILE_ASSERT_PRESENT
sizeof	nglFontHeader		0x14	src\ngl\nglFont.h	33	COMPILE_ASSERT_PRESENT
sizeof	nglGlyphInfo		0x1C	src\ngl\nglFont.h	44	COMPILE_ASSERT_PRESENT
sizeof	nglFont		0x38	src\ngl\nglFont.h	108	COMPILE_ASSERT_PRESENT
sizeof	nglStringSection		0x20	src\ngl\nglFont.h	168	COMPILE_ASSERT_PRESENT
sizeof	nglStringNode		0x30	src\ngl\nglFont.h	191	COMPILE_ASSERT_PRESENT
sizeof	nglMorphFrame		8	src\ngl\nglMorph.h	47	COMPILE_ASSERT_PRESENT
sizeof	nglMeshMorph		8	src\ngl\nglMorph.h	62	COMPILE_ASSERT_PRESENT
sizeof	nglMorphEntry		8	src\ngl\nglMorph.h	71	COMPILE_ASSERT_PRESENT
sizeof	nglMorphSetSection		0x88	src\ngl\nglMorph.h	81	COMPILE_ASSERT_PRESENT
sizeof	nglMorphSetFrame		0xC	src\ngl\nglMorph.h	91	COMPILE_ASSERT_PRESENT
sizeof	nglMorphSet		0xC	src\ngl\nglMorph.h	101	COMPILE_ASSERT_PRESENT
sizeof	nglPalette		0x10	src\ngl\nglPalette.h	27	COMPILE_ASSERT_PRESENT
sizeof	nglRenderNode		0xC	src\ngl\nglRenderNode.h	59	COMPILE_ASSERT_PRESENT
sizeof	nglShader		0x10	src\ngl\nglShader.h	41	COMPILE_ASSERT_PRESENT
sizeof	nglMaterial		0x10	src\ngl\nglShader.h	52	COMPILE_ASSERT_PRESENT
sizeof	nglTexture		0x2C	src\ngl\nglTexture.h	40	COMPILE_ASSERT_PRESENT
sizeof	nflRequestParams		40	src\nvl\nvl.cpp	78	COMPILE_ASSERT_PRESENT
sizeof	afmv_motion_t		56	src\nvl\nvl.cpp	102	COMPILE_ASSERT_PRESENT
sizeof	nvlMovieBase		336	src\nvl\nvl.cpp	787	COMPILE_ASSERT_PRESENT
sizeof	nvlAFMVMovie		8784	src\nvl\nvl.cpp	878	COMPILE_ASSERT_PRESENT
sizeof	nvlMovie		8784	src\nvl\nvl.cpp	879	COMPILE_ASSERT_PRESENT
sizeof	nflRequestParams		40	src\nvl\nvl_api.h	219	COMPILE_ASSERT_PRESENT
sizeof	nvlMovieBase		336	src\nvl\nvl_api.h	220	COMPILE_ASSERT_PRESENT
sizeof	nvlAFMVMovie		8784	src\nvl\nvl_api.h	221	COMPILE_ASSERT_PRESENT
sizeof	nvlMovie		8784	src\nvl\nvl_api.h	222	COMPILE_ASSERT_PRESENT
sizeof	outer_time		4	src\physics\phys_types.h	26	COMPILE_ASSERT_PRESENT
sizeof	phys_mem_info		0x30	src\physics\phys_types.h	52	COMPILE_ASSERT_PRESENT
sizeof	pulse_sum_cache		8	src\physics\phys_types.h	78	COMPILE_ASSERT_PRESENT
sizeof	pulse_sum_node		0x40	src\physics\phys_types.h	97	COMPILE_ASSERT_PRESENT
offsetof	pulse_sum_node	t_vel	0x10	src\physics\phys_types.h	98	COMPILE_ASSERT_PRESENT
offsetof	pulse_sum_node	m_inv_mass	0x30	src\physics\phys_types.h	99	COMPILE_ASSERT_PRESENT
sizeof	pulse_sum_normal		0xA0	src\physics\phys_types.h	157	COMPILE_ASSERT_PRESENT
offsetof	pulse_sum_normal	m_ud	0x10	src\physics\phys_types.h	158	COMPILE_ASSERT_PRESENT
sizeof	phys_memory_heap		0x10	src\physics\phys_types.h	239	COMPILE_ASSERT_PRESENT
sizeof	rb_inplace_partition_node		0x40	src\physics\phys_types.h	296	COMPILE_ASSERT_PRESENT
sizeof	rigid_body		0x1B0	src\physics\phys_types.h	396	COMPILE_ASSERT_PRESENT
offsetof	rigid_body	m_mat	0x000	src\physics\phys_types.h	397	COMPILE_ASSERT_PRESENT
offsetof	rigid_body	m_inv_mass	0x130	src\physics\phys_types.h	398	COMPILE_ASSERT_PRESENT
offsetof	rigid_body	m_flags	0x144	src\physics\phys_types.h	399	COMPILE_ASSERT_PRESENT
offsetof	rigid_body	m_node	0x150	src\physics\phys_types.h	400	COMPILE_ASSERT_PRESENT
offsetof	rigid_body	m_partition_node	0x168	src\physics\phys_types.h	401	COMPILE_ASSERT_PRESENT
sizeof	rigid_body_pair_key		8	src\physics\phys_types.h	413	COMPILE_ASSERT_PRESENT
sizeof	rigid_body_constraint		0x0C	src\physics\phys_types.h	433	COMPILE_ASSERT_PRESENT
sizeof	rigid_body_constraint_point		0x50	src\physics\phys_types.h	455	COMPILE_ASSERT_PRESENT
offsetof	rigid_body_constraint_point	m_b1_r_loc	0x10	src\physics\phys_types.h	456	COMPILE_ASSERT_PRESENT
sizeof	rigid_body_constraint_distance		0x60	src\physics\phys_types.h	485	COMPILE_ASSERT_PRESENT
sizeof	ragdoll_joint_limit_info		0x20	src\physics\phys_types.h	503	COMPILE_ASSERT_PRESENT
sizeof	rigid_body_constraint_ragdoll		0x150	src\physics\phys_types.h	559	COMPILE_ASSERT_PRESENT
offsetof	rigid_body_constraint_ragdoll	m_b1_axis_loc	0x90	src\physics\phys_types.h	560	COMPILE_ASSERT_PRESENT
sizeof	rigid_body_constraint_hinge		0xF0	src\physics\phys_types.h	591	COMPILE_ASSERT_PRESENT
offsetof	rigid_body_constraint_hinge	m_b1_axis_loc	0x30	src\physics\phys_types.h	592	COMPILE_ASSERT_PRESENT
sizeof	rigid_body_constraint_angular_actuator		0xD0	src\physics\phys_types.h	620	COMPILE_ASSERT_PRESENT
offsetof	rigid_body_constraint_angular_actuator	m_target_mat	0x10	src\physics\phys_types.h	621	COMPILE_ASSERT_PRESENT
sizeof	rigid_body_constraint_wheel		0xE0	src\physics\phys_types.h	681	COMPILE_ASSERT_PRESENT
offsetof	rigid_body_constraint_wheel	m_b2_hitp_loc	0x10	src\physics\phys_types.h	682	COMPILE_ASSERT_PRESENT
sizeof	rigid_body_constraint_custom		0x10	src\physics\phys_types.h	697	COMPILE_ASSERT_PRESENT
sizeof	rigid_body_constraint_custom::custom_constraint		4	src\physics\phys_types.h	698	COMPILE_ASSERT_PRESENT
sizeof	rigid_body_constraint_custom_orientation		0x38	src\physics\phys_types.h	724	COMPILE_ASSERT_PRESENT
offsetof	rigid_body_constraint_custom_orientation	m_active	0x2C	src\physics\phys_types.h	725	COMPILE_ASSERT_PRESENT
sizeof	user_rigid_body		0x1C0	src\physics\phys_types.h	738	COMPILE_ASSERT_PRESENT
offsetof	user_rigid_body	m_dictator	0x1B0	src\physics\phys_types.h	739	COMPILE_ASSERT_PRESENT
sizeof	environment_rigid_body		0x1B0	src\physics\phys_types.h	748	COMPILE_ASSERT_PRESENT
sizeof	rigid_body_constraint_custom_path		0x80	src\physics\phys_types.h	769	COMPILE_ASSERT_PRESENT
sizeof	pulse_sum_cache_info		0x10	src\physics\phys_types.h	780	COMPILE_ASSERT_PRESENT
sizeof	contact_point_info		0x50	src\physics\phys_types.h	815	COMPILE_ASSERT_PRESENT
offsetof	contact_point_info	m_normal	0x00	src\physics\phys_types.h	816	COMPILE_ASSERT_PRESENT
sizeof	avl_tree_node		0x0C	src\physics\phys_types.h	828	COMPILE_ASSERT_PRESENT
sizeof	rigid_body_constraint_contact		0x2C	src\physics\phys_types.h	873	COMPILE_ASSERT_PRESENT
offsetof	rigid_body_constraint_contact	m_avl_tree_node	0x18	src\physics\phys_types.h	874	COMPILE_ASSERT_PRESENT
sizeof	contact_manifold_mesh_point		0x20	src\physics\phys_types.h	884	COMPILE_ASSERT_PRESENT
sizeof	phys_gjk_geom_vtbl		0x10	src\physics\phys_types.h	895	COMPILE_ASSERT_PRESENT
sizeof	phys_contact_manifold		0x40	src\physics\phys_types.h	929	COMPILE_ASSERT_PRESENT
offsetof	phys_contact_manifold	m_feature_hitp	0x00	src\physics\phys_types.h	930	COMPILE_ASSERT_PRESENT
sizeof	bridge		0x20	src\physics\phys_types.h	944	COMPILE_ASSERT_PRESENT
sizeof	isect_info		0x20	src\physics\phys_types.h	956	COMPILE_ASSERT_PRESENT
offsetof	phys_contact_manifold_process	contact_mat	0x000	src\physics\phys_types.h	979	COMPILE_ASSERT_PRESENT
offsetof	phys_contact_manifold_process	cman1	0xA0	src\physics\phys_types.h	980	COMPILE_ASSERT_PRESENT
offsetof	phys_contact_manifold_process	m_allocater	0x124	src\physics\phys_types.h	981	COMPILE_ASSERT_PRESENT
sizeof	phys_contact_manifold_process		0x1140	src\physics\phys_types.h	982	COMPILE_ASSERT_PRESENT
sizeof	phys_gjk_collision_info		0x30	src\physics\phys_types.h	993	COMPILE_ASSERT_PRESENT
sizeof	phys_gjk_geom_id_pair_key		8	src\physics\phys_types.h	1002	COMPILE_ASSERT_PRESENT
sizeof	phys_gjk_cache_info		0x80	src\physics\phys_types.h	1019	COMPILE_ASSERT_PRESENT
offsetof	phys_gjk_cache_info	m_support_dir	0x00	src\physics\phys_types.h	1020	COMPILE_ASSERT_PRESENT
sizeof	phys_gjk_set_info		0x14	src\physics\phys_types.h	1031	COMPILE_ASSERT_PRESENT
sizeof	phys_gjk_info		0x330	src\physics\phys_types.h	1079	COMPILE_ASSERT_PRESENT
offsetof	phys_gjk_info	cg2_to_cg1_xform	0x000	src\physics\phys_types.h	1080	COMPILE_ASSERT_PRESENT
offsetof	phys_gjk_info	m_set_list	0x1EC	src\physics\phys_types.h	1081	COMPILE_ASSERT_PRESENT
sizeof	phys_gjk_geom		0x4	src\physics\phys_types.h	1096	COMPILE_ASSERT_PRESENT
sizeof	phys_collide_data		0x54	src\physics\phys_types.h	1125	COMPILE_ASSERT_PRESENT
