check	type	field	expected	source	line	status
sizeof	PakHeader::File		0x14	src\game\core\stb.cpp	59	COMPILE_ASSERT_PRESENT
sizeof	PakHeader::Bank		0x20	src\game\core\stb.cpp	60	COMPILE_ASSERT_PRESENT
sizeof	PakHeader		0x30	src\game\core\stb.cpp	61	COMPILE_ASSERT_PRESENT
sizeof	NumBanks		0x20	src\game\core\stb.cpp	74	COMPILE_ASSERT_PRESENT
sizeof	mem_info		0x8	src\game\core\stb.cpp	80	COMPILE_ASSERT_PRESENT
sizeof	BankManager		0x30	src\game\core\stb.cpp	97	COMPILE_ASSERT_PRESENT
offsetof	PakManager	mSlots	0x40	src\game\core\stb.cpp	106	COMPILE_ASSERT_PRESENT
sizeof	DbTablesetManagerLayout		0x190	src\game\core\stb.cpp	264	COMPILE_ASSERT_PRESENT
sizeof	cvar_t		0x2C	src\game\cvar_types.h	28	COMPILE_ASSERT_PRESENT
offsetof	cvar_t	name	0x00	src\game\cvar_types.h	29	COMPILE_ASSERT_PRESENT
offsetof	cvar_t	value	0x1C	src\game\cvar_types.h	30	COMPILE_ASSERT_PRESENT
offsetof	cvar_t	hashNext	0x28	src\game\cvar_types.h	31	COMPILE_ASSERT_PRESENT
sizeof	vmCvar_t		0x90	src\game\cvar_types.h	44	COMPILE_ASSERT_PRESENT
offsetof	vmCvar_t	string	0x10	src\game\cvar_types.h	45	COMPILE_ASSERT_PRESENT
sizeof	cvarTable_t		0x10	src\game\cvar_types.h	57	COMPILE_ASSERT_PRESENT
sizeof	CVarTable		0x18	src\game\cvar_types.h	71	COMPILE_ASSERT_PRESENT
offsetof	CVarTable	trackChange	0x14	src\game\cvar_types.h	72	COMPILE_ASSERT_PRESENT
sizeof	biped_phys_info		0x580	src\game\game_types.h	55	COMPILE_ASSERT_PRESENT
offsetof	biped_phys_info	m_bp_sys	0x568	src\game\game_types.h	56	COMPILE_ASSERT_PRESENT
sizeof	Handle		4	src\game\game_types.h	109	COMPILE_ASSERT_PRESENT
sizeof	DbLinkedHandle<void, void>		4	src\game\game_types.h	139	COMPILE_ASSERT_PRESENT
sizeof	tagInfo_t		0x70	src\game\game_types.h	180	COMPILE_ASSERT_PRESENT
offsetof	tagInfo_t	name	0x08	src\game\game_types.h	181	COMPILE_ASSERT_PRESENT
offsetof	tagInfo_t	index	0x0C	src\game\game_types.h	182	COMPILE_ASSERT_PRESENT
sizeof	InplaceVector<char>		8	src\game\game_types.h	195	COMPILE_ASSERT_PRESENT
sizeof	IVPointer<char>		8	src\game\game_types.h	217	COMPILE_ASSERT_PRESENT
sizeof	DObjModel		0x14	src\game\game_types.h	234	COMPILE_ASSERT_PRESENT
sizeof	trajectory_t		0x28	src\game\game_types.h	268	COMPILE_ASSERT_PRESENT
offsetof	trajectory_t	trBase	0x0C	src\game\game_types.h	269	COMPILE_ASSERT_PRESENT
offsetof	trajectory_t	trDelta	0x18	src\game\game_types.h	270	COMPILE_ASSERT_PRESENT
sizeof	EntityState		0xE0	src\game\game_types.h	314	COMPILE_ASSERT_PRESENT
offsetof	EntityState	eFlags	0x10	src\game\game_types.h	315	COMPILE_ASSERT_PRESENT
sizeof	EntityShared		0x150	src\game\game_types.h	356	COMPILE_ASSERT_PRESENT
sizeof	AttachModelInfo		0x0C	src\game\game_types.h	372	COMPILE_ASSERT_PRESENT
sizeof	Entity		0x470	src\game\game_types.h	577	COMPILE_ASSERT_PRESENT
offsetof	Entity	s	0x000	src\game\game_types.h	579	COMPILE_ASSERT_PRESENT
offsetof	Entity	r	0x0E0	src\game\game_types.h	580	COMPILE_ASSERT_PRESENT
offsetof	Entity	mPakId	0x230	src\game\game_types.h	581	COMPILE_ASSERT_PRESENT
offsetof	Entity	mHandle	0x234	src\game\game_types.h	582	COMPILE_ASSERT_PRESENT
offsetof	Entity	mDObj	0x23C	src\game\game_types.h	583	COMPILE_ASSERT_PRESENT
offsetof	Entity	mDestructible	0x24C	src\game\game_types.h	584	COMPILE_ASSERT_PRESENT
offsetof	Entity	client	0x254	src\game\game_types.h	585	COMPILE_ASSERT_PRESENT
offsetof	Entity	actor	0x258	src\game\game_types.h	586	COMPILE_ASSERT_PRESENT
offsetof	Entity	sentient	0x25C	src\game\game_types.h	587	COMPILE_ASSERT_PRESENT
offsetof	Entity	mModel	0x270	src\game\game_types.h	588	COMPILE_ASSERT_PRESENT
offsetof	Entity	mClassName	0x27C	src\game\game_types.h	589	COMPILE_ASSERT_PRESENT
offsetof	Entity	mClassNameHash	0x280	src\game\game_types.h	590	COMPILE_ASSERT_PRESENT
offsetof	Entity	pos1	0x2E0	src\game\game_types.h	591	COMPILE_ASSERT_PRESENT
offsetof	Entity	movedir	0x330	src\game\game_types.h	592	COMPILE_ASSERT_PRESENT
offsetof	Entity	health	0x358	src\game\game_types.h	593	COMPILE_ASSERT_PRESENT
offsetof	Entity	enemy	0x370	src\game\game_types.h	594	COMPILE_ASSERT_PRESENT
offsetof	Entity	mAttachModels	0x3E0	src\game\game_types.h	595	COMPILE_ASSERT_PRESENT
offsetof	Entity	uniqueIndex	0x460	src\game\game_types.h	596	COMPILE_ASSERT_PRESENT
sizeof	pml_t		0xC0	src\game\logic\g_bg_pmove.cpp	42	COMPILE_ASSERT_PRESENT
sizeof	viewLerpWaypoint_s		0xC	src\game\logic\g_bg_pmove.cpp	10650	COMPILE_ASSERT_PRESENT
sizeof	MsaQuat		0x10	src\game\logic\g_camerashake.h	34	COMPILE_ASSERT_PRESENT
sizeof	NoiseFloat		0x10	src\game\logic\g_camerashake.h	52	COMPILE_ASSERT_PRESENT
sizeof	CameraShakeInstance		0x40	src\game\logic\g_camerashake.h	75	COMPILE_ASSERT_PRESENT
sizeof	CameraShakeType		0x20	src\game\logic\g_camerashake.h	92	COMPILE_ASSERT_PRESENT
sizeof	CameraShake		0x14C	src\game\logic\g_camerashake.h	119	COMPILE_ASSERT_PRESENT
sizeof	CheckpointStub		0x170C	src\game\logic\g_checkpoint.cpp	94	COMPILE_ASSERT_PRESENT
sizeof	BspNode		0x10	src\game\logic\g_cm_load.cpp	83	COMPILE_ASSERT_PRESENT
sizeof	rtree_visitor_t		0xA60	src\game\logic\g_cm_load.cpp	593	COMPILE_ASSERT_PRESENT
sizeof	WorldSector		0x24	src\game\logic\g_cm_load.cpp	1113	COMPILE_ASSERT_PRESENT
sizeof	BinFileManager::DataElem		0x0C	src\game\logic\g_cm_load.cpp	1281	COMPILE_ASSERT_PRESENT
sizeof	BinFileManager		0x25C	src\game\logic\g_cm_load.cpp	1283	COMPILE_ASSERT_PRESENT
sizeof	sphere_t		0x30	src\game\logic\g_cm_load.cpp	4264	COMPILE_ASSERT_PRESENT
sizeof	debug_brush		0x60	src\game\logic\g_cm_load.cpp	11884	COMPILE_ASSERT_PRESENT
sizeof	BaseCmdFuncInfo		0x0C	src\game\logic\g_cmd.cpp	65	COMPILE_ASSERT_PRESENT
sizeof	CmdFuncInfo		0x10	src\game\logic\g_cmd.cpp	66	COMPILE_ASSERT_PRESENT
sizeof	InputCmdFuncInfo		0x10	src\game\logic\g_cmd.cpp	67	COMPILE_ASSERT_PRESENT
sizeof	CurveManager		0x28C	src\game\logic\g_cmd.cpp	177	COMPILE_ASSERT_PRESENT
sizeof	Curve		0x6C	src\game\logic\g_cmd.cpp	375	COMPILE_ASSERT_PRESENT
sizeof	CurveEffectListElem		0x1C	src\game\logic\g_cmd.cpp	396	COMPILE_ASSERT_PRESENT
sizeof	PadAliasMgr::Context		0x148	src\game\logic\g_cmd.cpp	2417	COMPILE_ASSERT_PRESENT
sizeof	PadAliasMgr		0x3D8	src\game\logic\g_cmd.cpp	2418	COMPILE_ASSERT_PRESENT
sizeof	HealthRegenTask		0x38	src\game\logic\g_debugthread.cpp	996	COMPILE_ASSERT_PRESENT
sizeof	AnimNoteHandler::NotifyInfo		0x0C	src\game\logic\g_debugthread.cpp	1142	COMPILE_ASSERT_PRESENT
sizeof	MetaNalBaseAnim		0x44	src\game\logic\g_debugthread.cpp	1398	COMPILE_ASSERT_PRESENT
sizeof	TestFPS::PerformanceStats		0x2C	src\game\logic\g_debugthread.cpp	2438	COMPILE_ASSERT_PRESENT
sizeof	debug_brush		0x60	src\game\logic\g_entity_misc.cpp	279	COMPILE_ASSERT_PRESENT
sizeof	GdbTreeElementLookup		8	src\game\logic\g_entity_misc.cpp	3402	COMPILE_ASSERT_PRESENT
sizeof	GdbFileSetLookup		20	src\game\logic\g_entity_misc.cpp	3404	COMPILE_ASSERT_PRESENT
sizeof	GdbFileBankLookup		28	src\game\logic\g_entity_misc.cpp	3406	COMPILE_ASSERT_PRESENT
offsetof	PakManagerView	mSlots	0x40	src\game\logic\g_entity_misc.cpp	4196	COMPILE_ASSERT_PRESENT
sizeof	ae_heap		0x4A0	src\game\logic\g_entity_misc.cpp	4208	COMPILE_ASSERT_PRESENT
sizeof	BrocExportsLoadScriptView		0x1C8	src\game\logic\g_entity_misc.cpp	4234	COMPILE_ASSERT_PRESENT
sizeof	AnimNotifyTask		0x24	src\game\logic\g_entity_misc.cpp	6016	COMPILE_ASSERT_PRESENT
sizeof	WbkEntry		0x6C	src\game\logic\g_entity_misc.cpp	6248	COMPILE_ASSERT_PRESENT
sizeof	nalPositionOrientation		0x20	src\game\logic\g_game2_misc.cpp	122	COMPILE_ASSERT_PRESENT
sizeof	nalGenericBoneHandle		0x8	src\game\logic\g_game2_misc.cpp	140	COMPILE_ASSERT_PRESENT
sizeof	mpAnimJointPosOrientations_t		0x60	src\game\logic\g_game2_misc.cpp	150	COMPILE_ASSERT_PRESENT
sizeof	mpAnimJointBoneHandles_t		0x18	src\game\logic\g_game2_misc.cpp	160	COMPILE_ASSERT_PRESENT
sizeof	_xmission_data		0x78	src\game\logic\g_game2_misc.cpp	239	COMPILE_ASSERT_PRESENT
sizeof	ScriptEventHandler		0x44	src\game\logic\g_game2_misc.cpp	315	COMPILE_ASSERT_PRESENT
sizeof	AnimIK		0x7C	src\game\logic\g_game2_misc.cpp	595	COMPILE_ASSERT_PRESENT
sizeof	ButtonEntry		0xC	src\game\logic\g_game2_misc.cpp	1378	COMPILE_ASSERT_PRESENT
sizeof	KeyInfoEntry		8	src\game\logic\g_game2_misc.cpp	1403	COMPILE_ASSERT_PRESENT
sizeof	SoundOptions		0x38	src\game\logic\g_game2_misc.cpp	2028	COMPILE_ASSERT_PRESENT
sizeof	TaskDbInit		0x108	src\game\logic\g_globals.cpp	415	COMPILE_ASSERT_PRESENT
sizeof	SoundOptions		0x38	src\game\logic\g_inspector.cpp	45	COMPILE_ASSERT_PRESENT
sizeof	cdSimpleAlphaDebug		0x40	src\game\logic\g_inspector.cpp	1102	COMPILE_ASSERT_PRESENT
sizeof	_INSPECTOR_MENU_ITEM		0x14	src\game\logic\g_inspector.h	28	COMPILE_ASSERT_PRESENT
sizeof	_INSPECTOR_MENU		0x18	src\game\logic\g_inspector.h	39	COMPILE_ASSERT_PRESENT
sizeof	_INSPECTOR_DATA		0x14	src\game\logic\g_inspector.h	48	COMPILE_ASSERT_PRESENT
sizeof	InspectorManager		0x88	src\game\logic\g_inspector.h	114	COMPILE_ASSERT_PRESENT
sizeof	LightGridData		0x64	src\game\logic\g_local.h	37	COMPILE_ASSERT_PRESENT
sizeof	CachedLightGrid		0x74	src\game\logic\g_local.h	47	COMPILE_ASSERT_PRESENT
sizeof	ae_vector<char>		0x0C	src\game\logic\g_local.h	87	COMPILE_ASSERT_PRESENT
sizeof	vehicleAnimStage_t		0x10	src\game\logic\g_local.h	214	COMPILE_ASSERT_PRESENT
sizeof	vehicleAnimRoute_t		0x18	src\game\logic\g_local.h	224	COMPILE_ASSERT_PRESENT
sizeof	vehicleAnimMap_t		0x1C	src\game\logic\g_local.h	237	COMPILE_ASSERT_PRESENT
sizeof	vehicle_path_node_t		0x40	src\game\logic\g_local.h	251	COMPILE_ASSERT_PRESENT
sizeof	vehicle_pathpos_t		0xB8	src\game\logic\g_local.h	265	COMPILE_ASSERT_PRESENT
sizeof	vehicleSeat_t		0x1C	src\game\logic\g_local.h	279	COMPILE_ASSERT_PRESENT
sizeof	vehicle_follow		0x418	src\game\logic\g_local.h	300	COMPILE_ASSERT_PRESENT
sizeof	local_physic_s		0x60	src\game\logic\g_local.h	464	COMPILE_ASSERT_PRESENT
offsetof	scr_vehicle_t	infoIdx	0x178	src\game\logic\g_local.h	465	COMPILE_ASSERT_PRESENT
offsetof	scr_vehicle_t	altWeapon	0x19C	src\game\logic\g_local.h	466	COMPILE_ASSERT_PRESENT
offsetof	scr_vehicle_t	mLastRequestedOwnershipTime	0x1BC	src\game\logic\g_local.h	467	COMPILE_ASSERT_PRESENT
offsetof	scr_vehicle_t	boneIndex	0x460	src\game\logic\g_local.h	468	COMPILE_ASSERT_PRESENT
offsetof	scr_vehicle_t	mRBVeh	0x518	src\game\logic\g_local.h	469	COMPILE_ASSERT_PRESENT
offsetof	scr_vehicle_t	animMap	0x568	src\game\logic\g_local.h	470	COMPILE_ASSERT_PRESENT
sizeof	trRefEntity		0x104	src\game\logic\g_local.h	496	COMPILE_ASSERT_PRESENT
offsetof	trRefEntity	iflIndex	0xFC	src\game\logic\g_local.h	497	COMPILE_ASSERT_PRESENT
offsetof	trRefEntity	mWaterHeightOffset	0xF4	src\game\logic\g_local.h	498	COMPILE_ASSERT_PRESENT
sizeof	trigger_info_t		0x10	src\game\logic\g_local.h	541	COMPILE_ASSERT_PRESENT
sizeof	level_locals_t		0x2688	src\game\logic\g_local.h	616	COMPILE_ASSERT_PRESENT
offsetof	level_locals_t	time	0x09C	src\game\logic\g_local.h	617	COMPILE_ASSERT_PRESENT
offsetof	level_locals_t	initializing	0xC28	src\game\logic\g_local.h	618	COMPILE_ASSERT_PRESENT
offsetof	level_locals_t	triggerList	0xC7C	src\game\logic\g_local.h	619	COMPILE_ASSERT_PRESENT
offsetof	level_locals_t	delayFreeAnimTree	0x1C84	src\game\logic\g_local.h	620	COMPILE_ASSERT_PRESENT
sizeof	DebugThread		0x14	src\game\logic\g_local.h	640	COMPILE_ASSERT_PRESENT
sizeof	vehicle_node_t		0x40	src\game\logic\g_local.h	702	COMPILE_ASSERT_PRESENT
sizeof	TestFPS		0xAD90	src\game\logic\g_local.h	780	COMPILE_ASSERT_PRESENT
sizeof	str_const_t		0x2B4	src\game\logic\g_local.h	1019	COMPILE_ASSERT_PRESENT
offsetof	str_const_t	spawn_intermission	0x168	src\game\logic\g_local.h	1020	COMPILE_ASSERT_PRESENT
offsetof	str_const_t	spawn_sd_axis	0x1B0	src\game\logic\g_local.h	1022	COMPILE_ASSERT_PRESENT
offsetof	str_const_t	spawn_deathmatch	0x16C	src\game\logic\g_local.h	1024	COMPILE_ASSERT_PRESENT
offsetof	str_const_t	spawn_hq_allies_primary	0x18C	src\game\logic\g_local.h	1026	COMPILE_ASSERT_PRESENT
offsetof	str_const_t	hq_point	0x1B4	src\game\logic\g_local.h	1028	COMPILE_ASSERT_PRESENT
offsetof	str_const_t	info_player_deathmatch	0xBC	src\game\logic\g_local.h	1030	COMPILE_ASSERT_PRESENT
offsetof	str_const_t	worldspawn	0x23C	src\game\logic\g_local.h	1032	COMPILE_ASSERT_PRESENT
offsetof	str_const_t	script_vehicle	0x15C	src\game\logic\g_local.h	1034	COMPILE_ASSERT_PRESENT
offsetof	str_const_t	axis	0x288	src\game\logic\g_local.h	1036	COMPILE_ASSERT_PRESENT
sizeof	hash_const_t		0x2B4	src\game\logic\g_local.h	1138	COMPILE_ASSERT_PRESENT
offsetof	hash_const_t	turret_on_target	0x224	src\game\logic\g_local.h	1139	COMPILE_ASSERT_PRESENT
offsetof	hash_const_t	turretstatechange	0x250	src\game\logic\g_local.h	1141	COMPILE_ASSERT_PRESENT
offsetof	hash_const_t	turretownerchange	0x254	src\game\logic\g_local.h	1143	COMPILE_ASSERT_PRESENT
offsetof	hash_const_t	overheated	0x284	src\game\logic\g_local.h	1145	COMPILE_ASSERT_PRESENT
offsetof	hash_const_t	fireSpecial	0x138	src\game\logic\g_local.h	1147	COMPILE_ASSERT_PRESENT
sizeof	ent_field_t		0x10	src\game\logic\g_local.h	1171	COMPILE_ASSERT_PRESENT
sizeof	hudelem_t		0x7C	src\game\logic\g_local.h	1485	COMPILE_ASSERT_PRESENT
sizeof	game_hudelem_s		0x7C	src\game\logic\g_local.h	1489	COMPILE_ASSERT_PRESENT
sizeof	corpseInfo_t		0x1C	src\game\logic\g_local.h	1530	COMPILE_ASSERT_PRESENT
offsetof	scr_data_t	actorCorpseInfo	0x60C	src\game\logic\g_local.h	1547	COMPILE_ASSERT_PRESENT
sizeof	RumbleData		0x20	src\game\logic\g_local.h	2657	COMPILE_ASSERT_PRESENT
sizeof	RumbleEffect		0x40	src\game\logic\g_local.h	2660	COMPILE_ASSERT_PRESENT
sizeof	vehicle_info_t		0x310	src\game\logic\g_local.h	2850	COMPILE_ASSERT_PRESENT
offsetof	vehicle_info_t	maxSpeed	0x50	src\game\logic\g_local.h	2851	COMPILE_ASSERT_PRESENT
offsetof	vehicle_info_t	mMantleHintStringIndex	0x27C	src\game\logic\g_local.h	2852	COMPILE_ASSERT_PRESENT
sizeof	ConfigString		0x10	src\game\logic\g_local.h	2884	COMPILE_ASSERT_PRESENT
sizeof	cspField_t		0xC	src\game\logic\g_local.h	2909	COMPILE_ASSERT_PRESENT
sizeof	gitem_s		0x34	src\game\logic\g_local.h	2971	COMPILE_ASSERT_PRESENT
offsetof	gitem_s	giType	0x24	src\game\logic\g_local.h	2972	COMPILE_ASSERT_PRESENT
sizeof	weaponFileInfo_t		0x948	src\game\logic\g_local.h	3133	COMPILE_ASSERT_PRESENT
offsetof	weaponFileInfo_t	index	0x0	src\game\logic\g_local.h	3134	COMPILE_ASSERT_PRESENT
offsetof	weaponFileInfo_t	aiDamageMod	0x860	src\game\logic\g_local.h	3135	COMPILE_ASSERT_PRESENT
offsetof	weaponFileInfo_t	bTwoHanded	0x6E8	src\game\logic\g_local.h	3136	COMPILE_ASSERT_PRESENT
offsetof	weaponFileInfo_t	iAltWeaponIndex	0x764	src\game\logic\g_local.h	3137	COMPILE_ASSERT_PRESENT
offsetof	weaponFileInfo_t	iProjectileSpeed	0x784	src\game\logic\g_local.h	3138	COMPILE_ASSERT_PRESENT
offsetof	weaponFileInfo_t	iProjectileSpeedUp	0x788	src\game\logic\g_local.h	3139	COMPILE_ASSERT_PRESENT
offsetof	weaponFileInfo_t	iProjectileDelay	0x7AC	src\game\logic\g_local.h	3140	COMPILE_ASSERT_PRESENT
offsetof	weaponFileInfo_t	iFireTime	0x5F8	src\game\logic\g_local.h	3141	COMPILE_ASSERT_PRESENT
offsetof	weaponFileInfo_t	iMinDamagePercent	0x5DC	src\game\logic\g_local.h	3142	COMPILE_ASSERT_PRESENT
offsetof	weaponFileInfo_t	iDamageInnerRadius	0x5E0	src\game\logic\g_local.h	3143	COMPILE_ASSERT_PRESENT
offsetof	weaponFileInfo_t	iDamageOuterRadius	0x5E4	src\game\logic\g_local.h	3144	COMPILE_ASSERT_PRESENT
offsetof	weaponFileInfo_t	weapClass	0xB0	src\game\logic\g_local.h	3145	COMPILE_ASSERT_PRESENT
offsetof	weaponFileInfo_t	stance	0xBC	src\game\logic\g_local.h	3146	COMPILE_ASSERT_PRESENT
offsetof	weaponFileInfo_t	turnSpeed	0x880	src\game\logic\g_local.h	3147	COMPILE_ASSERT_PRESENT
offsetof	weaponFileInfo_t	szScript	0x8BC	src\game\logic\g_local.h	3148	COMPILE_ASSERT_PRESENT
offsetof	weaponFileInfo_t	slot	0xB4	src\game\logic\g_local.h	3149	COMPILE_ASSERT_PRESENT
sizeof	weaponParms		0x40	src\game\logic\g_local.h	3189	COMPILE_ASSERT_PRESENT
sizeof	turretInfo_t		0x8C	src\game\logic\g_local.h	3228	COMPILE_ASSERT_PRESENT
offsetof	turretInfo_t	turret_state	0x01	src\game\logic\g_local.h	3229	COMPILE_ASSERT_PRESENT
offsetof	turretInfo_t	turret_flags	0x02	src\game\logic\g_local.h	3230	COMPILE_ASSERT_PRESENT
offsetof	turretInfo_t	arcmin	0x2C	src\game\logic\g_local.h	3231	COMPILE_ASSERT_PRESENT
offsetof	turretInfo_t	arcmax	0x34	src\game\logic\g_local.h	3232	COMPILE_ASSERT_PRESENT
offsetof	turretInfo_t	defaultPitch	0x3C	src\game\logic\g_local.h	3233	COMPILE_ASSERT_PRESENT
offsetof	turretInfo_t	maxRangeSquared	0x48	src\game\logic\g_local.h	3234	COMPILE_ASSERT_PRESENT
offsetof	turretInfo_t	detachSentient	0x4C	src\game\logic\g_local.h	3235	COMPILE_ASSERT_PRESENT
offsetof	turretInfo_t	eTeam	0x64	src\game\logic\g_local.h	3236	COMPILE_ASSERT_PRESENT
offsetof	turretInfo_t	heat	0x80	src\game\logic\g_local.h	3237	COMPILE_ASSERT_PRESENT
offsetof	turretInfo_t	overheatEffect	0x88	src\game\logic\g_local.h	3238	COMPILE_ASSERT_PRESENT
sizeof	pushed_t		0x14	src\game\logic\g_local.h	3429	COMPILE_ASSERT_PRESENT
sizeof	gdDecal		0x24	src\game\logic\g_local.h	4047	COMPILE_ASSERT_PRESENT
sizeof	cdl_object_t		0x24	src\game\logic\g_local.h	4150	COMPILE_ASSERT_PRESENT
sizeof	bounded_proxy_obj_t		0x20	src\game\logic\g_local.h	4186	COMPILE_ASSERT_PRESENT
sizeof	cdl_cinfo1		0x20	src\game\logic\g_local.h	4224	COMPILE_ASSERT_PRESENT
sizeof	cdl_poly_inl_t		0x50	src\game\logic\g_local.h	4235	COMPILE_ASSERT_PRESENT
sizeof	proximity_data_t		0x1850	src\game\logic\g_local.h	4258	COMPILE_ASSERT_PRESENT
sizeof	CGBank		0xD0	src\game\logic\g_local.h	4308	COMPILE_ASSERT_PRESENT
sizeof	TaskHandler		0x30	src\game\logic\g_local.h	4664	COMPILE_ASSERT_PRESENT
sizeof	TouchEntityData		0x230	src\game\logic\g_local.h	4893	COMPILE_ASSERT_PRESENT
sizeof	vehicle_rb_parameter		0xD0	src\game\logic\g_local.h	5154	COMPILE_ASSERT_PRESENT
sizeof	Task		0x1C	src\game\logic\g_local.h	5306	COMPILE_ASSERT_PRESENT
sizeof	TaskSysPostQueue		0x10	src\game\logic\g_local.h	5314	COMPILE_ASSERT_PRESENT
sizeof	TaskSys		0x19C	src\game\logic\g_local.h	5330	COMPILE_ASSERT_PRESENT
sizeof	Destructible		0xC4	src\game\logic\g_local.h	5397	COMPILE_ASSERT_PRESENT
sizeof	PhysData		0x14	src\game\logic\g_local.h	5407	COMPILE_ASSERT_PRESENT
sizeof	DObj		0xE8	src\game\logic\g_local.h	5489	COMPILE_ASSERT_PRESENT
sizeof	AeThread::BackupStack		0x14	src\game\logic\g_scr.cpp	1020	COMPILE_ASSERT_PRESENT
sizeof	AeThread::BackupStack::Block		0x100	src\game\logic\g_scr.cpp	1022	COMPILE_ASSERT_PRESENT
sizeof	saveField_t		0x8	src\game\logic\g_scr.cpp	1629	COMPILE_ASSERT_PRESENT
sizeof	BoundingBoxLocal		0x20	src\game\logic\g_testfps.cpp	28	COMPILE_ASSERT_PRESENT
sizeof	trGlobals_t		0x3A0	src\game\logic\g_testfps.cpp	55	COMPILE_ASSERT_PRESENT
sizeof	vehicle_info_t		0x310	src\game\logic\g_vehiclefuncs.h	76	COMPILE_ASSERT_PRESENT
sizeof	vehicle_rb_parameter		0xD0	src\game\logic\g_vehiclefuncs.h	172	COMPILE_ASSERT_PRESENT
sizeof	weaponFileInfo_t		0x948	src\game\logic\g_weaponfuncs.h	279	COMPILE_ASSERT_PRESENT
sizeof	MPVote		0x54	src\game\mp\mp_types.h	95	COMPILE_ASSERT_PRESENT
sizeof	cBezierTrajectoryInterpolator		160	src\game\mp\mp_types.h	258	COMPILE_ASSERT_PRESENT
sizeof	MPVehicle		0x210	src\game\mp\mp_types.h	351	COMPILE_ASSERT_PRESENT
sizeof	MPLanDiscovery		120	src\game\mp\mp_types.h	428	COMPILE_ASSERT_PRESENT
sizeof	MPGameInfo		0x50	src\game\mp\mp_types.h	483	COMPILE_ASSERT_PRESENT
sizeof	CDefaultResult		162	src\game\mp\mp_types.h	551	COMPILE_ASSERT_PRESENT
sizeof	UIListBox		172	src\game\mp\mp_types.h	981	COMPILE_ASSERT_PRESENT
sizeof	FEMenu		0x4C	src\game\mp\mp_types.h	1093	COMPILE_ASSERT_PRESENT
sizeof	FEMenuEntry		0x18	src\game\mp\mp_types.h	1141	COMPILE_ASSERT_PRESENT
sizeof	MPOptionsSoundMenu		0x70	src\game\mp\mp_types.h	1472	COMPILE_ASSERT_PRESENT
sizeof	MPOptionsControlsMenu		0x64	src\game\mp\mp_types.h	1473	COMPILE_ASSERT_PRESENT
sizeof	MPProfileEditMenu		0x110	src\game\mp\mp_types.h	1474	COMPILE_ASSERT_PRESENT
sizeof	MPProfileMainMenu		0x8C	src\game\mp\mp_types.h	1475	COMPILE_ASSERT_PRESENT
sizeof	sDiagnostics		224	src\game\mp\mp_types.h	1671	COMPILE_ASSERT_PRESENT
sizeof	JoinGameMenu		0x50	src\game\mp\MPMainMenuXBox.h	28	COMPILE_ASSERT_PRESENT
sizeof	MPMainMenuXBox		0x160	src\game\mp\MPMainMenuXBox.h	68	COMPILE_ASSERT_PRESENT
sizeof	XBoxLiveIngameOptionsCOD3		0x164	src\game\mp\MPMainMenuXBox.h	115	COMPILE_ASSERT_PRESENT
sizeof	AARXBoxLiveIngameOptions		0x164	src\game\mp\MPMainMenuXBox.h	131	COMPILE_ASSERT_PRESENT
sizeof	CharacterType		0x18	src\game\mpactors\aitype.h	22	COMPILE_ASSERT_PRESENT
sizeof	AIType		0x34	src\game\mpactors\aitype.h	54	COMPILE_ASSERT_PRESENT
sizeof	AITypeManager		0x190	src\game\mpactors\aitype.h	73	COMPILE_ASSERT_PRESENT
sizeof	AARMPVoteReset		0x54	src\game\mpshell\session_menus.cpp	49	COMPILE_ASSERT_PRESENT
sizeof	sServerCreateParams		105	src\game\mpshell\session_menus.cpp	153	COMPILE_ASSERT_PRESENT
sizeof	CreateSessionMenu		0x158	src\game\mpshell\session_menus.h	75	COMPILE_ASSERT_PRESENT
sizeof	CreateLanSessionMenu		0x138	src\game\mpshell\session_menus.h	125	COMPILE_ASSERT_PRESENT
sizeof	FindSessionMenu		0x10C	src\game\mpshell\session_menus.h	169	COMPILE_ASSERT_PRESENT
sizeof	FindLanSessionMenu		0x104	src\game\mpshell\session_menus.h	213	COMPILE_ASSERT_PRESENT
sizeof	CreateSessionAdvancedMenu		0x120	src\game\mpshell\session_menus.h	248	COMPILE_ASSERT_PRESENT
sizeof	CreateLanSessionAdvancedMenu		0x120	src\game\mpshell\session_menus.h	282	COMPILE_ASSERT_PRESENT
sizeof	GameSettingsView		0x11C	src\game\mpshell\session_menus.h	329	COMPILE_ASSERT_PRESENT
sizeof	GameSettingsEdit		0x12C	src\game\mpshell\session_menus.h	386	COMPILE_ASSERT_PRESENT
sizeof	AARGameSettingsEdit		0x12C	src\game\mpshell\session_menus.h	404	COMPILE_ASSERT_PRESENT
sizeof	AARGameSettingsView		0x11C	src\game\mpshell\session_menus.h	418	COMPILE_ASSERT_PRESENT
sizeof	InitialLoadingMenu		0x50	src\game\mpshell\session_menus.h	437	COMPILE_ASSERT_PRESENT
sizeof	InstantActionMenu		0x4C	src\game\mpshell\session_menus.h	451	COMPILE_ASSERT_PRESENT
sizeof	PlayLanMenu		0x144	src\game\mpshell\session_menus.h	482	COMPILE_ASSERT_PRESENT
sizeof	PlayOnlineMenu		0x60	src\game\mpshell\session_menus.h	511	COMPILE_ASSERT_PRESENT
sizeof	PressStartMenu		0x4C	src\game\mpshell\session_menus.h	526	COMPILE_ASSERT_PRESENT
